,sms,label
1278,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,0
3799,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1
1621,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",0
4741,Ya very nice. . .be ready on thursday,0
5105,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0
67,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1
3184,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0
2622,Ok lor...,0
2269,Haha i think i did too,0
5070,As in different styles?,0
4395,Dear :-/ why you mood off. I cant drive so i brother to drive,0
820,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0
1226,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1
3704,Ok. Very good. Its all about making that money.,0
4662,No. Yes please. Been swimming?,0
2367,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),0
2647,"It,,s a taxt massage....tie-pos argh ok! Lool!",0
4675,ÌÏ ready then call me...,0
2512,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0
4969,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,0
4750,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1
4307,Ha ha - had popped down to the loo when you hello-ed me. Hello!,0
1143,And is there a way you can send shade's stuff to her. And she has been wonderful too.,0
397,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",0
4945,I'm already back home so no probably not,0
4785,Holy living christ what is taking you so long,0
3412,Where do you need to go to get it?,0
1398,No did you check? I got his detailed message now,0
1659,"Yeah, where's your class at?",0
2220,But really quite funny lor wat... Then u shd haf run shorter distance wat...,0
979,Another month. I need chocolate weed and alcohol.,0
2331,At home by the way,0
1298,Your daily text from me ÛÒ a favour this time,0
2802,FreeMsg>FAV XMAS TONES!Reply REAL,1
82,Ok i am on the way to home hi hi,0
3460,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0
3285,Not to worry. I'm sure you'll get it.,0
4359,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",0
4392,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,1
3621,Goin to workout lor... Muz lose e fats... ,0
423,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1
4829,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",0
1904,Wah... Okie okie... Muz make use of e unlimited... Haha... ,0
5058,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,1
1530,I think chennai well settled?,0
3841,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",0
1565,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0
4126,"Sorry, I'll call later",0
839,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,1
500,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0
141,"Sir, Waiting for your mail.",0
1377,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1
4334,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",0
5460,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1
2266,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1
2644,My friends use to call the same.,0
1138,What * u wearing?,0
2257,Here got lots of hair dresser fr china.,0
3139,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1
1787,Yes:)sura in sun tv.:)lol.,0
3167,Ugh hopefully the asus ppl dont randomly do a reformat.,0
550,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",0
3838,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",0
2019,From tomorrow onwards eve 6 to 3 work.,0
948,Chk in ur belovd ms dict,0
3585,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,1
2715,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,0
532,Gudnite....tc...practice going on,0
5481,Shall call now dear having food,0
1829,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",1
3606,I have no idea where you are,0
4925,"Oh yes, why is it like torture watching england?",0
4442,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,0
2943,We currently have a message awaiting your collection. To collect your message just call 08718723815.,1
1602,Ok pa. Nothing problem:-),0
2238,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0
639,I had askd u a question some hours before. Its answer,0
5382,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",0
967,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0
4714,S:)8 min to go for lunch:),0
5220,I have to take exam with in march 3,0
1683,Already am squatting is the new way of walking,0
2248,will you like to be spoiled? :),0
3634,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",0
4983,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,1
2893,K...k...yesterday i was in cbe .,0
155,Aaooooright are you at work?,0
2295,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0
3071,Ok lor... But buy wat?,0
4560,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,0
1089,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0
3270,You have 1 new voicemail. Please call 08719181513.,1
2319,In which place do you want da.,0
4872,Lol! Oops sorry! Have fun. ,0
288,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0
930,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0
3127,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,0
2945,make that 3! 4 fucks sake?! x,0
4267,Hey so whats the plan this sat? ,0
5062,Ok i also wan 2 watch e 9 pm show...,0
4139,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,0
5000,"Nope. Since ayo travelled, he has forgotten his guy",0
4072,Was the actual exam harder than NBME,0
942,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1
2354,R we going with the  &lt;#&gt;  bus?,0
4803,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",0
4813,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
5197,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,0
1698,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",1
5247,Gud ni8 dear..slp well..take care..swt dreams..Muah..,0
3654,Senthil group company Apnt 5pm.,0
5566,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",1
3473,", how's things? Just a quick question.",0
3796,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,0
985,Carlos says he'll be at mu in  &lt;#&gt;  minutes,0
3957,So i could kiss and feel you next to me...,0
2702,"Omw back to tampa from west palm, you hear what happened?",0
2754,Ok Chinese food on its way. When I get fat you're paying for my lipo.,0
5322,"Thanks, I'll keep that in mind",0
981,Reckon need to be in town by eightish to walk from * carpark.,0
3076,There is no sense in my foot and penis.,0
5074,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",1
3001,"Excellent, I'll see what riley's plans are",0
3914,Ard 530 lor. I ok then message Ì_ lor.,0
3635,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",0
4235,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1
2929,Wat's my dear doing? Sleeping ah?,0
5563,Ard 6 like dat lor.,0
1457,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,1
1395,Thats cool! I am a gentleman and will treat you with dignity and respect.,0
264,Why you Dint come with us.,0
3881,Short But Cute: \Be a good person,0
929,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1
3789,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",0
2937,Hey i've booked the pilates and yoga lesson already... Haha,0
2400,Hi! This is Roger from CL. How are you?,0
2178,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",0
3322,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0
246,I asked you to call him now ok,0
1594,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0
1758,Sorry i'm not free...,0
5418,So how are you really. What are you up to. How's the masters. And so on.,0
4420,Still at west coast... Haiz... ÌÏ'll take forever to come back...,0
923,She went to attend another two rounds today..but still did't reach home..,0
5066,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,1
268,The evo. I just had to download flash. Jealous?,0
669,Did u receive my msg?,0
3382,K... Must book a not huh? so going for yoga basic on sunday?,0
1910,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,0
4475,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0
1152,Ok i go change also...,0
5364,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1
4824,I am going to sleep. I am tired of travel.,0
2591,Still work going on:)it is very small house.,0
4801,Reverse is cheating. That is not mathematics.,0
1781,";-( oh well, c u later",0
2413,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,0
2307,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1
2678,Was playng 9 doors game and gt racing on phone lol,0
3691,No i am not having not any movies in my laptop,0
1915,Its not that time of the month nor mid of the time?,0
612,I have many dependents,0
4419,Ok i msg u b4 i leave my house.,0
2267,Finish liao... U?,0
2533,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0
39,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,0
1898,Wat would u like 4 ur birthday?,0
1649,ITS A LAPTOP TAKE IT WITH YOU.,0
3026,You still at the game?,0
258,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1
2434,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,0
847,I am in office:)whats the matter..msg me now.i will call you at break:).,0
4084,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",1
4731,Wat time r Ì_ going to xin's hostel?,0
3683,Dad says hurry the hell up,0
1233,Lol ok. I'll snatch her purse too.,0
1127,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",0
3044,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",0
1967,Even i cant close my eyes you are in me our vava playing umma :-D,0
558,Hi Princess! Thank you for the pics. You are very pretty. How are you?,0
904,"We're all getting worried over here, derek and taylor have already assumed the worst",0
2614,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0
484,You should change your fb to jaykwon thuglyfe falconerf,0
2211,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",0
1320,"Just sent again. Do you scream and moan in bed, princess?",0
5439,Hey i've booked the 2 lessons on sun liao...,0
2555,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1
7,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
2315,That's significant but dont worry.,0
4725,Jason says it's cool if we pick some up from his place in like an hour,0
4058,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,1
3949,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,0
1450,Msg me when rajini comes.,0
1201,I know she called me,0
2426,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1
2648,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",0
1814,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0
773,I wil be there with in  &lt;#&gt;  minutes. Got any space,0
2274,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,0
1011,"I just got home babe, are you still awake ?",0
3483,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,0
3624,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),0
1991,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,0
1277,Dont put your phone on silent mode ok,0
1783,No dear i do have free messages without any recharge. Hi hi hi,0
4265,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0
446,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",0
880,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1
4972,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,0
781,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0
2651,"Text me when you get off, don't call, my phones having problems",0
5412,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,0
1749,DO NOT B LATE LOVE MUM,0
2126,You do got a shitload of diamonds though,0
4603,THANX 4 PUTTIN DA FONE DOWN ON ME!!,0
2423,Lmao but its so fun...,0
5437,Am slow in using biola's fne,0
4898,"Haha, that was the first person I was gonna ask",0
883,Dude we should go sup again,0
4342,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0
1091,Please da call me any mistake from my side sorry da. Pls da goto doctor.,0
3988,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,0
3630,Thank you princess! You are so sexy...,0
531,What Today-sunday..sunday is holiday..so no work..,0
3519,No it will reach by 9 only. She telling she will be there. I dont know,0
2438,I not busy juz dun wan 2 go so early.. Hee.. ,0
4522,Actually I decided I was too hungry so I haven't left yet :V,0
4105,K then 2marrow are you coming to class.,0
3682,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,0
4566,But you were together so you should be thinkin about him,0
2290,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",0
1727,I went to project centre,0
610,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,1
570,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,0
3631,Oooh I got plenty of those!,0
3750,"Haha... Sounds crazy, dunno can tahan anot...",0
343,Am not interested to do like that.,0
3715,Networking technical support associate.,0
4914,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,0
434,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,0
1903,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1
97,i see. When we finish we have loads of loans to pay,0
4831,Rats. Hey did u ever vote for the next themes?,0
2069,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",1
1537,All sounds good. Fingers . Makes it difficult to type,0
2788,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,0
4439,I've got it down to a tea. not sure which flavour,0
2897,If you r @ home then come down within 5 min,0
1517,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1
965,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0
5294,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,1
528,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,1
176,U still going to the mall?,0
2470,Eat at old airport road... But now 630 oredi... Got a lot of pple...,0
4207,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,0
3137,Wat r u doing now?,0
4894,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,1
572,Can you open the door?,0
2843,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,0
592,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1
4628,Only saturday and sunday holiday so its very difficult:),0
5476,Yes princess! I want to please you every night. Your wish is my command...,0
2374,Dunno lei he neva say...,0
5229,It means u could not keep ur words.,0
3978,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,0
4453,I'm home. Ard wat time will u reach?,0
2208,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1
3166,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0
2492,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0
3406,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",0
383,Hey i will be late ah... Meet you at 945+,0
852,No da if you run that it activate the full version da.,0
1880,Just seeing your missed call my dear brother. Do have a gr8 day.,0
370,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",0
4103,Do u hav any frnd by name ashwini in ur college?,0
3801,No da. I am happy that we sit together na,0
4811,"fyi I'm at usf now, swing by the room whenever",0
1105,on hen night. Going with a swing,0
4025,Oh ok.. Wat's ur email?,0
2361,Hi. I'm sorry i missed your call. Can you pls call back.,0
4484,What not under standing.,0
1336,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0
2189,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,0
5440,Thank you. do you generally date the brothas?,0
5025,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,1
2867,"Aight, tomorrow around  &lt;#&gt;  it is",0
2246,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1
3619,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,0
5399,And he's apparently bffs with carly quick now,0
1171,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1
3976,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1
4930,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",0
1422,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1
2686,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,0
2892,K I'll be sure to get up before noon and see what's what,0
3265,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,0
4717,My uncles in Atlanta. Wish you guys a great semester.,0
1464,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0
874,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0
2297,Draw va?i dont think so:),0
2643,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0
4504,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,1
4830,Po de :-):):-):-):-). No need job aha.,0
1251,Please CALL 08712402779 immediately as there is an urgent message waiting for you,1
2900,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1
840,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,0
4438,i want to grasp your pretty booty :),0
581,Ok anyway no need to change with what you said,0
204,U call me alter at 11 ok.,0
1641,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0
2014,Ambrith..madurai..met u in arun dha marrge..remembr?,0
905,Hey what's up charles sorry about the late reply.,0
631,Thank u!,0
3828,"Sure, I'll see if I can come by in a bit",0
1974,Thats cool. Where should i cum? On you or in you? :),0
162,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0
3927,Babe ? I lost you ... Will you try rebooting ?,0
3540,If you are not coughing then its nothing,0
5011,U attend ur driving lesson how many times a wk n which day?,0
3062,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1
617,For my family happiness..,0
875,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1
1431,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",0
4365,Mm yes dear look how i am hugging you both. :-P,0
547,"Sorry that took so long, omw now",0
4112,Thought we could go out for dinner. I'll treat you! Seem ok?,0
5067,Talk to g and x about that,0
4698,Yes fine ,0
2948,at bruce b downs &amp; fletcher now,0
4965,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,1
5139,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0
5138,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,0
1861,Aiyah then i wait lor. Then u entertain me. Hee...,0
2659,Ok...,0
5119,Lol for real. She told my dad I have cancer,0
640,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",0
3697,S:)but he had some luck.2 catches put down:),0
5442,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0
637,When Ì_ login dat time... Dad fetching Ì_ home now?,0
4556,I am in hospital da. . I will return home in evening,0
4192,Ok i'm coming home now.,0
2308,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,1
5389,Ok.ok ok..then..whats ur todays plan,0
2096,I'm done...,0
5333,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",0
3806,Pls dont restrict her from eating anythin she likes for the next two days.,0
1372,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
5374,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0
921,On ma way to school. Can you pls send me ashley's number,0
546,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,0
1449,say thanks2. ,0
2804,I think it's all still in my car,0
2610,"As usual..iam fine, happy &amp; doing well..:)",0
1900,And miss vday the parachute and double coins??? U must not know me very well...,0
2757,Yo we are watching a movie on netflix,0
